DNI,nombre_completo,promedio_ponderado,creditos_aprobados,facultad,anio_ingreso,condicion_socioeconomica
81285998,Bonifacio Cobos,18.67,196,Estomatología,2024,Medio
75047162,Gustavo Tapia Gallo,16.5,173,Medicina,2022,Bajo
81546811,Marino Bustamante Tomé,12.31,181,Salud Pública,2024,Alto
24060105,Miriam Antúnez Quevedo,18.11,144,Estomatología,2022,Alto
85999454,Paloma Carro Ferrández,16.51,95,Ciencias,2021,Bajo
19789348,Modesto Mir García,15.31,32,Ciencias,2021,Alto
45239357,Josefina Villaverde Ayllón,17.38,75,Salud Pública,2020,Bajo
97003940,Manuel Posada Lamas,17.13,31,Veterinaria,2022,Bajo
34364913,Olivia Pellicer Blanes,16.99,118,Salud Pública,2018,Bajo
60159022,Amor Piña,19.62,42,Estomatología,2024,Bajo
33397370,Bernarda Navarro Figueras,18.21,161,Medicina,2022,Medio
71252154,Asdrubal Lladó Carreño,16.38,148,Ciencias,2019,Alto
94107880,Manolo de Vigil,11.46,134,Psicología,2022,Alto
72914364,Natanael Franco,19.74,31,Psicología,2021,Medio
92665235,Nicodemo Angulo,15.13,57,Veterinaria,2024,Bajo
66552641,Hermenegildo Cerro Menéndez,11.03,62,Salud Pública,2019,Alto
54410836,Carmelita Ibáñez-Cisneros,19.58,163,Psicología,2018,Bajo
83550528,Herminio Solera Gallo,13.17,154,Psicología,2019,Medio
99770110,Jonatan Mayo Gallart,11.93,61,Psicología,2024,Bajo
81885012,Belen Exposito-Manso,16.53,144,Medicina,2023,Alto
16594820,Coral Susanita Domingo Campillo,16.38,122,Salud Pública,2024,Medio
25106748,Daniela Berenguer Rosa,19.05,34,Medicina,2023,Alto
81845808,Máxima Esparza Ibañez,16.7,73,Medicina,2022,Alto
30657580,Lorenzo Alberola Abril,17.29,67,Medicina,2022,Medio
20151594,Galo Estevez Zabaleta,17.33,187,Veterinaria,2018,Alto
14211895,Tere Taboada-Blanco,13.78,117,Estomatología,2021,Medio
56225615,Bernarda Acevedo Osorio,13.68,35,Veterinaria,2022,Medio
93135808,Hermenegildo Girón Belmonte,11.79,32,Estomatología,2019,Bajo
34630936,Isaac Contreras-Tello,15.07,169,Estomatología,2019,Alto
23712385,Consuela Espada Galindo,11.16,64,Salud Pública,2023,Medio
28466746,Nazaret Palomino Quero,15.97,124,Estomatología,2023,Alto
69307274,Valero Falcón Carrión,14.68,176,Salud Pública,2023,Bajo
61993195,Emigdio Serna Valdés,17.11,76,Salud Pública,2023,Medio
82843781,Isa Salamanca Valle,16.01,184,Salud Pública,2022,Bajo
39160050,Anastasia Victoria Vives Lerma,11.67,126,Psicología,2022,Alto
77381500,Alejo Fernández,13.8,125,Veterinaria,2018,Alto
49860793,Aurora de Yuste,17.02,134,Salud Pública,2023,Medio
26563151,Bernabé Silvestre Marco Benitez,14.88,198,Psicología,2022,Alto
68204865,Blas Mate Ferrando,16.31,113,Estomatología,2019,Bajo
54546397,Concepción Corominas,14.5,40,Ciencias,2022,Medio
75328635,Zaida Esther Espinosa Rubio,13.04,176,Ciencias,2024,Medio
21523506,Erasmo Ferreras,13.13,53,Psicología,2018,Bajo
55337358,Saturnino Bernal Llamas,11.79,93,Veterinaria,2023,Bajo
81868160,Primitiva Galvez,17.32,51,Estomatología,2020,Alto
69464467,Epifanio Frías-Santiago,19.14,148,Medicina,2023,Medio
82046496,Clemente Exposito-Viana,16.47,35,Psicología,2018,Medio
46839383,Hortensia Sala Garzón,16.1,187,Salud Pública,2020,Alto
68614704,Silvestre Atienza-Calvet,18.33,134,Ciencias,2023,Alto
77916817,Gastón Dominguez,11.32,28,Estomatología,2022,Alto
52417426,Catalina Anita Casanovas Sanz,15.96,172,Psicología,2024,Bajo
44695279,Marta Pereira Monreal,14.96,96,Veterinaria,2020,Alto
49240951,Wilfredo Rincón Gaya,18.55,97,Veterinaria,2022,Medio
34028530,Gabino Lloret Pedro,14.31,49,Psicología,2021,Bajo
42247048,Carolina Cordero Arteaga,16.01,132,Veterinaria,2019,Bajo
50164874,Julio César Zabala,16.71,102,Ciencias,2022,Bajo
71578012,Eliseo Antón Palau,13.48,159,Medicina,2023,Bajo
37352524,Josep Virgilio Lucas Varela,17.5,42,Psicología,2022,Alto
46754548,Nayara Velasco Sureda,16.28,110,Ciencias,2019,Alto
86952743,Íngrid Diego Juárez,12.79,84,Estomatología,2024,Alto
33931914,Ramón Grau Ropero,18.69,156,Estomatología,2023,Bajo
54182858,Rufino Tello-Iglesia,19.74,58,Salud Pública,2023,Alto
38187256,Vanesa Comas Larrañaga,12.14,100,Ciencias,2022,Medio
55136301,Teófilo Navarro Blázquez,11.67,112,Estomatología,2024,Bajo
51622118,Emperatriz María Fernanda Bautista Arce,17.3,192,Ciencias,2020,Alto
83413595,Ana Sans Malo,18.17,199,Salud Pública,2024,Alto
35551431,Miguela Estévez Llamas,18.93,28,Medicina,2018,Bajo
41699468,Leire Hernando-Galan,18.33,112,Estomatología,2019,Alto
12114150,Catalina Barrena Amor,14.1,29,Medicina,2024,Bajo
53878875,Prudencio Ripoll Bosch,11.64,116,Psicología,2019,Alto
73405834,Matías Rosselló,15.44,29,Medicina,2021,Medio
91487589,Tere Pallarès Blanes,19.18,67,Psicología,2020,Alto
80140497,Alma Tomás Reig,12.47,138,Salud Pública,2024,Bajo
87419443,Jose Manuel Santamaría Parra,11.48,171,Ciencias,2022,Medio
27581546,Carlota Alberto Morcillo,13.23,138,Veterinaria,2019,Bajo
37579597,José Mari de Malo,17.02,142,Psicología,2023,Alto
32038504,Tatiana Mariño Carpio,19.4,199,Salud Pública,2024,Bajo
90250037,Corona de Salazar,18.05,99,Medicina,2021,Bajo
16067109,Fanny Cáceres Donaire,19.85,126,Psicología,2020,Alto
85351852,Rosendo Galán Hernandez,13.25,108,Veterinaria,2020,Bajo
52745826,Agapito Malo Losa,12.03,154,Estomatología,2021,Bajo
38431828,Francisco Javier Escamilla,12.44,190,Veterinaria,2023,Bajo
53299515,Azeneth Daza-Ochoa,15.41,38,Medicina,2024,Bajo
85686246,Javiera Tejera Barceló,14.79,134,Salud Pública,2022,Alto
99595308,Paulina Reyes Huerta,19.64,119,Veterinaria,2018,Bajo
27145312,Nicodemo Abella-Adán,13.92,124,Psicología,2020,Bajo
25696115,Amaya Sáez Bermudez,12.09,160,Psicología,2021,Bajo
65804627,Rosalina Otero,12.73,20,Estomatología,2024,Medio
81718393,Alexandra Bartolomé Murcia,19.1,192,Medicina,2020,Bajo
69449652,Augusto Ángel Ríos,18.07,96,Salud Pública,2022,Alto
89984535,Rosa María Elba Galiano Maldonado,14.97,121,Psicología,2021,Bajo
48070367,Trinidad de Hernando,12.38,196,Estomatología,2023,Alto
84055388,Anselma Vicenta Sastre Silva,14.26,153,Psicología,2020,Alto
44086008,Antonio Alcolea Ripoll,13.72,193,Medicina,2024,Alto
12467632,Marcio Polo Palau,14.13,194,Medicina,2020,Medio
91115120,Mariano Flores Figuerola,17.49,168,Estomatología,2022,Bajo
85512107,Reyes Leocadio Sanmartín Balaguer,11.86,151,Medicina,2019,Alto
34496700,Ruy Plaza,15.2,21,Psicología,2022,Medio
55354436,Rubén Llorens Durán,19.63,173,Estomatología,2022,Medio
23394854,Irma Villalobos Moya,13.25,82,Salud Pública,2020,Bajo
98978806,Jose Miguel Martínez Solera,16.21,193,Veterinaria,2018,Bajo
68405593,Sabina Delia Pinto Vazquez,12.37,112,Estomatología,2023,Alto
12035290,Jacinta Primitiva Duran Puig,15.71,40,Ciencias,2022,Bajo
73212300,Moisés Benavides Falcó,11.5,188,Psicología,2019,Alto
74968370,Ángela Pombo Recio,11.64,83,Veterinaria,2024,Medio
99259408,María Del Carmen Beltrán Bárcena,17.99,167,Psicología,2024,Medio
93697659,Adelia Casado Pallarès,12.83,65,Estomatología,2018,Alto
13628370,Rafaela Cloe Lucena Almeida,19.18,160,Estomatología,2021,Alto
85670488,Gustavo González,18.44,170,Estomatología,2020,Bajo
45643530,Nico Torres Vilalta,12.21,40,Psicología,2024,Alto
80221010,Agapito Jenaro Almazán Quintanilla,18.85,31,Ciencias,2019,Alto
29024331,Purificación Coral Angulo Fonseca,13.69,29,Estomatología,2020,Bajo
46686837,Inés Arranz Sotelo,18.79,46,Estomatología,2019,Medio
59303144,Casandra Navarro Hernando,12.02,157,Veterinaria,2021,Bajo
68391935,José de Pelayo,18.3,146,Psicología,2023,Alto
24252807,Horacio Barriga Iniesta,16.09,154,Salud Pública,2024,Alto
14066049,María Del Carmen Sanmiguel Piñol,19.11,103,Veterinaria,2023,Alto
53871569,Marc Cases Corbacho,16.14,64,Salud Pública,2020,Medio
55934387,Emilio Alex Novoa Chacón,16.9,114,Ciencias,2023,Alto
42417297,Tania Lerma Ayuso,18.58,186,Psicología,2023,Bajo
88851425,Anita Carretero Torrecilla,17.19,76,Veterinaria,2020,Alto
24985134,Martirio Lladó,15.65,36,Ciencias,2022,Bajo
92009150,Cristian Jiménez-Abella,19.17,25,Salud Pública,2018,Bajo
43787420,Modesto Sebastián Rivas,14.65,115,Veterinaria,2020,Alto
37179635,Marco Amigó Carmona,14.32,96,Ciencias,2019,Alto
33875943,Hipólito Tamayo-Blanca,14.34,148,Medicina,2023,Alto
40048874,Margarita Romeu Amat,18.29,79,Psicología,2024,Bajo
95813713,Camilo Estevez Uriarte,16.41,55,Veterinaria,2018,Alto
57227170,Asunción Arias Figueroa,18.55,165,Salud Pública,2023,Alto
54102490,Dora Canet Chaparro,17.71,56,Veterinaria,2019,Alto
20036890,Carlos Aguirre Torrecilla,18.12,108,Salud Pública,2021,Medio
27784482,Elena Bolaños Fortuny,13.26,83,Psicología,2020,Medio
85863392,Aura Ayuso Gálvez,11.34,53,Ciencias,2022,Bajo
55669991,Cayetano Toño Varela Becerra,17.6,193,Ciencias,2020,Bajo
15505865,Rosa Salom-Fabregat,15.8,186,Estomatología,2018,Medio
89619618,Socorro Gimeno Blasco,19.4,59,Salud Pública,2020,Alto
18225206,Vidal Eleuterio Rosales Baños,15.51,102,Estomatología,2023,Bajo
44276075,Moisés Sala Ojeda,16.66,121,Veterinaria,2020,Alto
35760231,Amarilis Juárez-Aparicio,16.74,92,Salud Pública,2018,Bajo
57750056,Lalo Gracia,17.13,70,Veterinaria,2023,Medio
85680083,Obdulia Amores Alvarado,11.35,90,Ciencias,2021,Medio
73682865,Teo Nieto Valcárcel,12.1,198,Salud Pública,2019,Medio
19987433,Espiridión Quesada Tudela,18.92,74,Ciencias,2023,Bajo
10937454,Renato del Marqués,14.14,134,Salud Pública,2021,Alto
59361172,Alonso Chaparro Dalmau,13.78,63,Salud Pública,2021,Bajo
41264018,Nicodemo Leal,15.05,48,Medicina,2019,Alto
21335632,Ernesto Peral Vilalta,14.55,41,Ciencias,2020,Medio
92881433,Marcela Ayllón,15.27,168,Medicina,2018,Medio
21310204,Heraclio Ferrer Bejarano,11.72,178,Estomatología,2022,Medio
65315274,Lidia Torrijos Pérez,15.17,158,Salud Pública,2023,Bajo
67440568,Che de Morales,13.27,111,Estomatología,2019,Medio
60235163,Adán de Canals,14.44,58,Veterinaria,2022,Alto
40489410,Rosendo Serna Álamo,15.04,119,Estomatología,2023,Alto
79862150,Amada Montaña Roldán,12.6,170,Ciencias,2020,Medio
86075159,Rafael Corbacho Álvaro,17.31,131,Psicología,2023,Bajo
96770488,Virgilio Pinedo Martin,18.77,119,Salud Pública,2019,Alto
47961158,Espiridión Montserrat Gutiérrez,17.28,27,Estomatología,2023,Bajo
51139881,Maura Cepeda Luján,17.55,71,Medicina,2024,Medio
19711160,Patricia de Herranz,11.54,43,Veterinaria,2021,Medio
84217774,Francisca María Cristina Méndez Castrillo,15.07,108,Estomatología,2022,Alto
56347673,Bernardo Victorino Castelló Castilla,15.52,172,Salud Pública,2021,Alto
50367333,Ruth Cortina López,12.12,130,Salud Pública,2021,Medio
98584134,Fabio Soriano-Navas,17.63,51,Veterinaria,2021,Bajo
40094628,Severiano Juan Manuel Almansa Pozuelo,18.39,157,Salud Pública,2022,Medio
75379213,Alfredo Rojas-Buendía,17.46,138,Estomatología,2021,Medio
84194451,Eusebia Machado,13.76,42,Estomatología,2022,Alto
24029240,Cipriano del Alvarez,14.08,121,Medicina,2023,Alto
63529186,Cosme Chaves Iñiguez,11.71,138,Medicina,2020,Bajo
28249446,Nidia del Orozco,16.48,81,Ciencias,2024,Alto
29980887,Leocadio Medina Arnau,16.84,33,Ciencias,2018,Alto
35460286,Lola de Aguirre,19.09,88,Psicología,2024,Alto
24703172,Lidia Morata Mur,14.04,73,Psicología,2023,Medio
31188865,Gracia Carbó Criado,17.77,91,Salud Pública,2023,Medio
77613302,Baudelio Sastre-Ángel,16.19,78,Veterinaria,2018,Medio
94570297,Amanda Ruiz,19.0,103,Medicina,2022,Medio
71761358,Juan Antonio Agudo Clavero,15.57,120,Medicina,2019,Alto
27389507,Alejandro Torrens Díaz,16.69,62,Medicina,2020,Alto
15247985,Coral Blasco,13.26,155,Medicina,2018,Bajo
60561669,Esteban Vicente,19.46,176,Medicina,2020,Medio
64973689,Adriana Macias-Gelabert,13.82,26,Psicología,2019,Medio
66471803,Ale Escamilla,15.44,126,Ciencias,2020,Alto
39697643,Hugo de Egea,12.42,85,Psicología,2019,Medio
15014131,Sigfrido Díaz Barbero,12.5,24,Ciencias,2021,Bajo
77994167,Silvestre Ibarra Lara,11.87,177,Veterinaria,2018,Bajo
43459978,Roque Mohamed Vizcaíno Amores,14.69,66,Psicología,2022,Alto
60753210,Loreto Moles Sarabia,11.79,155,Salud Pública,2020,Alto
49953030,Cleto Abril Correa,16.18,21,Medicina,2023,Bajo
13636997,Eusebia Mora Palmer,14.85,107,Psicología,2024,Bajo
76780626,Berta Rosado Coello,11.78,197,Veterinaria,2021,Bajo
23564706,Anunciación Porcel Cal,13.79,35,Psicología,2018,Alto
60307449,Ágata Cabrera Campo,11.57,120,Veterinaria,2021,Medio
41480736,Enrique Arenas-Feijoo,16.46,131,Medicina,2024,Medio
71809787,Felix Cabo Villalba,19.25,186,Medicina,2018,Medio
98609017,Basilio Sanmiguel Fajardo,18.44,123,Medicina,2021,Alto
26707317,Gilberto Calzada Pintor,12.39,32,Veterinaria,2021,Bajo
88281894,Nicanor Cornejo Peñalver,19.15,156,Psicología,2024,Medio
17873145,Íngrid Macias Gallo,15.15,117,Psicología,2021,Alto
85559648,Eduardo Solera Río,12.19,122,Veterinaria,2022,Alto
56416377,Nadia Octavia Murcia Echevarría,14.33,51,Salud Pública,2024,Alto
19447840,Etelvina Aragonés Sandoval,19.01,25,Salud Pública,2019,Bajo
28074337,Macario Girona-Gallart,19.0,175,Estomatología,2019,Bajo
70624100,Teo Paz,11.45,56,Salud Pública,2019,Bajo
95896454,Maxi Corral Pagès,17.51,48,Veterinaria,2023,Bajo
23584146,Carmelo Valero Teruel,16.14,162,Ciencias,2018,Alto
79068080,Onofre Badía Robledo,19.37,173,Medicina,2020,Medio
71824207,Elba del Castells,13.94,69,Ciencias,2022,Bajo
89129422,Felisa de Casals,11.22,154,Salud Pública,2018,Bajo
16193369,Severo Teodosio Sanmartín Calvet,15.28,70,Medicina,2020,Bajo
41822841,Che Marc Benito Fuertes,12.36,133,Ciencias,2018,Medio
83337084,Reynaldo de Ruiz,14.56,173,Medicina,2024,Medio
39885804,Matilde Zabala-Herranz,17.45,46,Medicina,2018,Medio
14132607,Haydée Guerra Soria,11.56,57,Salud Pública,2022,Medio
93264861,Jose Francisco Sureda Álamo,11.91,179,Veterinaria,2021,Medio
59242033,Víctor Agustín Pino,11.66,76,Salud Pública,2020,Bajo
37931395,Eutimio Bonifacio Martí Berrocal,12.93,98,Estomatología,2023,Alto
68733080,Haroldo Chaparro Solera,12.11,54,Veterinaria,2018,Bajo
29596494,Cristian Gimeno Santiago,11.94,49,Medicina,2021,Bajo
55355846,Jacinto Heras Cantón,14.19,32,Estomatología,2018,Bajo
46125438,Hector Cirino Fuertes Cuadrado,19.72,109,Estomatología,2024,Bajo
48881234,Graciano Leocadio Prado Rebollo,11.36,45,Medicina,2020,Alto
60099609,Tadeo Aníbal Recio Calderón,18.59,24,Medicina,2021,Medio
47691590,Macarena Goñi Quero,18.27,173,Ciencias,2021,Bajo
56274580,Delia Camino-Vazquez,15.57,178,Ciencias,2021,Bajo
23373402,María Manuela Florinda Colom Camacho,14.72,145,Medicina,2024,Medio
81035388,Nieves Sabater-Manzanares,19.75,188,Psicología,2020,Alto
51976279,Danilo Armengol Olivera,17.84,20,Psicología,2022,Medio
66821049,Josefina Malo Salazar,18.56,75,Veterinaria,2020,Medio
50357501,Cirino Salcedo,12.39,67,Estomatología,2023,Medio
94415406,Alondra Carrasco Puig,13.18,171,Medicina,2024,Alto
32293681,Hipólito Blasco Pereira,15.15,118,Veterinaria,2021,Alto
39535114,Dionisia Becerra Guzman,17.88,51,Psicología,2022,Medio
39157054,Humberto Bueno Bartolomé,11.78,101,Veterinaria,2019,Alto
49644149,Loreto Celso Tomas Suarez,18.52,44,Veterinaria,2024,Bajo
74473873,Iker Edu Ropero Girona,17.44,143,Psicología,2020,Medio
68644984,Ofelia Angélica Vives Sebastián,18.13,152,Medicina,2021,Medio
48916281,Manuelita Marin Donaire,12.03,77,Veterinaria,2019,Alto
77011779,Guadalupe Alemany Colom,19.95,69,Ciencias,2023,Medio
31538555,Bernabé Villalba Salvador,18.9,86,Veterinaria,2024,Alto
14652187,Josefina Blasco Diego,11.72,164,Salud Pública,2022,Medio
47664848,Nazaret Riquelme Lorenzo,16.28,192,Ciencias,2018,Bajo
20832640,Federico Sureda Comas,16.3,131,Estomatología,2023,Bajo
92346399,Loreto Baquero Ponce,15.14,28,Salud Pública,2020,Bajo
84711220,Mauricio Alsina,17.94,169,Psicología,2023,Medio
28384897,Rosalva Barroso Jordán,15.06,112,Veterinaria,2018,Bajo
29312068,Jordana Ledesma-Cárdenas,11.56,82,Psicología,2024,Medio
97167393,Elba Marqués Sedano,19.68,39,Psicología,2024,Medio
99803172,Amando Castrillo-Rincón,17.63,149,Veterinaria,2023,Medio
75945687,Abraham Asensio Fiol,16.7,90,Estomatología,2021,Bajo
20821582,Dionisia Gras Neira,17.87,184,Medicina,2024,Alto
71141029,Nicodemo de Jódar,19.26,138,Estomatología,2024,Alto
48703381,Florinda Torrecilla Sala,19.56,88,Estomatología,2018,Alto
18961997,Fabián Reyes-Baños,16.07,162,Ciencias,2020,Medio
74787338,Rodolfo Gras Segura,16.86,158,Medicina,2021,Bajo
80955014,Dominga Nadal Giralt,12.6,161,Estomatología,2022,Medio
55211640,Jose Francisco Tirado Sevilla,16.62,182,Medicina,2020,Medio
98391339,Haydée Acedo Royo,16.33,32,Ciencias,2023,Medio
26428859,Sabina Pintor Tapia,16.14,186,Estomatología,2020,Medio
35813095,Jesús Bastida Arellano,19.89,193,Medicina,2024,Medio
40666140,Anna Roldán Medina,16.11,113,Salud Pública,2022,Bajo
57483424,Viviana Cuéllar Sáenz,14.09,161,Medicina,2024,Alto
35473291,Ainara Quintana Arregui,17.83,179,Psicología,2020,Alto
44662929,Gloria del Sala,18.85,86,Estomatología,2021,Alto
78480901,Bernardo Torrens Lledó,11.02,89,Estomatología,2023,Bajo
24809069,Prudencia Elodia Luján Dueñas,12.29,178,Medicina,2019,Medio
65924215,Ana Sofía Alcalde-Cuenca,18.59,105,Psicología,2021,Alto
11902391,Valerio Hervia,17.02,81,Salud Pública,2019,Alto
42096876,Bonifacio Iñiguez Cifuentes,13.48,87,Veterinaria,2024,Bajo
81272591,Ulises Maestre Polo,18.79,142,Psicología,2018,Medio
44380619,Heraclio de Montes,12.66,29,Estomatología,2020,Bajo
21279938,Loreto Ledesma-Bayo,18.27,20,Estomatología,2024,Medio
83238415,Paloma Genoveva Cantero Bayo,12.71,58,Psicología,2022,Alto
12685861,Mateo Reina Zabaleta,17.89,134,Psicología,2024,Alto
89413625,Elvira Soriano Mulet,18.12,152,Ciencias,2021,Medio
46724044,Julia Álamo Quirós,19.41,58,Veterinaria,2024,Alto
20294901,Fabio Arnal Fortuny,16.37,134,Ciencias,2021,Bajo
73606514,Leticia del Velasco,19.73,151,Psicología,2019,Medio
35268147,Fernanda Bonet Trujillo,13.12,73,Estomatología,2020,Bajo
43962062,Jose Antonio Sainz Soriano,11.32,159,Veterinaria,2024,Alto
44379883,Rubén del Escrivá,14.05,139,Salud Pública,2018,Alto
51609885,Iris del Gomila,18.89,178,Ciencias,2023,Medio
56497001,Patricia América Torres Gómez,12.1,108,Psicología,2023,Bajo
83055137,León Morante,18.82,99,Ciencias,2018,Alto
28555826,Jose Manuel Fermín Abascal Olmedo,17.41,147,Medicina,2024,Alto
45539029,Germán de Hernando,14.45,76,Psicología,2019,Alto
30973847,José Luis Cuesta Mateo,13.0,97,Salud Pública,2023,Alto
94537147,Socorro Segovia Cañas,19.78,40,Veterinaria,2022,Alto
74985582,Martina Aranda Moliner,14.24,23,Salud Pública,2023,Alto
83202061,Anacleto Beltrán Goicoechea,13.87,99,Veterinaria,2021,Alto
26636019,Valentina Linares Rocha,14.4,80,Psicología,2018,Alto
20010008,Loreto Cornejo,18.07,69,Ciencias,2022,Alto
90921519,Manuela Tomasa Maestre Pazos,13.09,43,Medicina,2020,Alto
51297098,Anselma Maricela Gelabert Rojas,19.07,63,Salud Pública,2018,Alto
50103990,Isa Valenciano Tamayo,11.58,144,Salud Pública,2023,Alto
71870663,Marisela Miguela Iglesia Atienza,14.32,54,Veterinaria,2019,Alto
49281604,Ani Romero Salom,12.54,167,Veterinaria,2021,Bajo
62101601,Modesto Font Alvarez,19.76,31,Ciencias,2024,Medio
70856957,Darío Giménez-Torres,18.19,69,Ciencias,2018,Alto
65789387,Javi Guerrero Porcel,14.05,89,Veterinaria,2019,Alto
43095087,Anita Patricia Cases Salcedo,19.72,67,Psicología,2021,Bajo
91664444,Alonso Armando Arias España,19.75,124,Psicología,2024,Alto
59566025,Melania Solís Lladó,14.25,162,Ciencias,2020,Bajo
42654477,Eutropio Toledo Bernad,11.58,89,Medicina,2020,Alto
27413978,Miriam Varela Ortuño,13.09,52,Ciencias,2022,Alto
64349739,Régulo Sanmiguel Zorrilla,15.33,171,Medicina,2021,Alto
12806070,Roque Borja Planas,12.53,33,Ciencias,2021,Medio
72262218,Leocadia Tolosa Belda,18.22,69,Ciencias,2022,Medio
25074579,Herminio Barral Armengol,16.97,95,Estomatología,2018,Alto
94833251,Inés Ugarte Yuste,16.21,78,Veterinaria,2018,Alto
24515872,Celestino Amo,18.87,162,Veterinaria,2019,Bajo
69688064,Lidia Feliu-Larrea,15.11,170,Psicología,2021,Alto
22054859,Alondra Nadal Gimeno,17.84,104,Psicología,2020,Bajo
64852180,Almudena Mayol Tejada,19.7,143,Ciencias,2022,Bajo
87677289,Ambrosio Rovira Aguirre,16.99,30,Medicina,2022,Alto
77588213,Imelda Porcel Dávila,12.49,58,Ciencias,2022,Alto
92298011,Loreto Albero Gaya,13.74,51,Salud Pública,2019,Alto
13174789,Ruperto Lozano Noguera,12.05,26,Veterinaria,2021,Alto
69143234,Carmelita Pellicer-Pareja,15.41,75,Estomatología,2023,Medio
54190415,Caridad Eva Nicolau Barros,19.91,32,Veterinaria,2021,Medio
15541804,Candelaria Mariscal Andreu,15.83,64,Ciencias,2018,Bajo
67901550,Ovidio Atilio Abril Granados,16.14,179,Salud Pública,2024,Medio
99788763,Montserrat de Simó,19.55,146,Medicina,2024,Alto
59211186,Jacinta de Carreras,13.08,70,Estomatología,2021,Alto
76584970,Tito Gargallo-Ferrando,11.64,54,Ciencias,2018,Medio
20255097,Marcia Mateos Artigas,12.91,160,Salud Pública,2023,Alto
95369497,Edmundo Estévez,16.52,147,Estomatología,2021,Medio
83868637,Alicia Castejón-Mayo,19.28,54,Estomatología,2023,Alto
64005366,Salomón Salvà Casanova,11.24,153,Psicología,2020,Bajo
99577767,Fabio Gisbert Cazorla,16.23,46,Veterinaria,2023,Medio
55309467,Isidoro Mínguez,13.35,96,Ciencias,2022,Bajo
31501514,Primitiva Alarcón Palomo,12.03,136,Veterinaria,2022,Bajo
66507899,Lorenzo Malo Olmo,11.72,133,Estomatología,2022,Medio
83835956,Ainara Mayoral Guillén,11.74,170,Psicología,2023,Bajo
55904879,Esther Gallo,13.52,159,Ciencias,2018,Medio
83286049,Vinicio Tomás Araujo Pujadas,13.11,175,Psicología,2023,Medio
92855342,Flavia Quintero Morillo,16.05,129,Medicina,2018,Alto
85291869,Leire Fiol Bauzà,13.05,198,Estomatología,2020,Alto
39561981,Abilio Llopis Avilés,13.84,100,Medicina,2018,Alto
78377939,Julie Elodia Abascal Tomás,13.83,20,Veterinaria,2018,Bajo
27022970,Prudencio Calvet Mate,17.91,178,Psicología,2019,Medio
64887708,Máximo Castillo-Calderon,19.6,99,Ciencias,2024,Bajo
27626097,Candelario Arjona,12.28,84,Veterinaria,2023,Alto
78224091,Fabiana Cabañas Hidalgo,13.23,27,Veterinaria,2019,Bajo
22314492,Aitana de Roda,14.98,176,Ciencias,2018,Medio
55287885,Ovidio Escribano Leiva,15.47,120,Medicina,2022,Alto
23030610,Modesta Barrios Ferrer,11.7,144,Salud Pública,2022,Medio
49422423,Camilo Gual Fonseca,13.37,99,Salud Pública,2024,Bajo
93118888,Porfirio del Mendez,19.78,141,Estomatología,2022,Bajo
12614484,Mónica Piñol Valencia,15.67,194,Salud Pública,2021,Alto
37882682,Lola Doménech Pinilla,16.07,182,Estomatología,2018,Alto
55106115,Ágata Pujol Rovira,12.85,81,Ciencias,2018,Alto
97260729,Ceferino de Leon,12.64,44,Medicina,2020,Bajo
66255008,Wilfredo Cantero,19.78,67,Medicina,2023,Bajo
69952215,Pili del Llano,14.6,184,Salud Pública,2018,Medio
30473904,Jose Manuel Ramón,19.15,135,Ciencias,2024,Medio
64475172,Lupe Rosell Llorens,13.05,82,Psicología,2019,Alto
15561503,Poncio Vilar Lledó,18.26,106,Medicina,2023,Medio
17208070,Rufino Querol Jordá,15.73,116,Estomatología,2021,Bajo
18329108,Telmo Rivero Castells,13.9,132,Psicología,2020,Medio
41791915,Ibán Solé Jaén,14.44,135,Estomatología,2019,Medio
14921997,Eusebia Lorenzo,12.82,137,Psicología,2023,Alto
62481082,Joan Alcántara-Pastor,18.91,141,Salud Pública,2020,Alto
98796362,Bernabé Pina Godoy,19.9,115,Ciencias,2024,Medio
52253461,Mar Antúnez Camps,16.93,136,Veterinaria,2019,Bajo
69609687,Daniel Lucas-Madrid,16.94,44,Psicología,2022,Alto
28653659,Baudelio Alsina-Machado,15.66,41,Psicología,2019,Medio
38621849,Marino Gaya-Parejo,14.34,42,Salud Pública,2024,Bajo
30000360,Marina Cabo-Roura,11.75,66,Psicología,2020,Alto
99725758,Carmen del Perera,14.03,150,Veterinaria,2021,Bajo
63068140,Efraín Baena Busquets,16.04,114,Ciencias,2019,Medio
45053845,Faustino Casanova Cuenca,13.45,177,Medicina,2020,Bajo
13743102,Benigna Castro Barón,17.37,81,Salud Pública,2022,Alto
73514080,Paulina Álvarez Alegre,15.39,183,Estomatología,2023,Bajo
11677962,Ruperta Rincón Borrás,13.18,48,Psicología,2018,Bajo
13172047,Carolina Tapia Alcalá,12.32,129,Veterinaria,2024,Alto
73036009,Maricela Baró Abascal,16.15,109,Ciencias,2020,Alto
70470988,Isaac Sancho Márquez,12.02,154,Veterinaria,2021,Alto
51521020,Cecilio Garcés-Quevedo,13.49,91,Salud Pública,2022,Alto
95288238,Mateo Yáñez Rozas,12.81,113,Estomatología,2021,Bajo
37149083,Cecilio Vives Romeu,13.92,48,Psicología,2022,Bajo
71803179,Filomena Sotelo Gual,13.19,168,Ciencias,2018,Medio
99334572,Joaquina López Julián,16.47,70,Estomatología,2021,Medio
35710077,Nazaret Cortina-Ariza,13.97,185,Psicología,2023,Alto
